,name,right_ascension,declination,apparent_magnitude,distance (ly),link,parent_constellation
6601,HD 126983 (page does not exist),14h 30m 20.99s,-49° 31′ 08.1″,5.38,222,/w/index.php?title=HD_126983&action=edit&redlink=1,Lupus
6602,HD 131562 (page does not exist),14h 56m 17.23s,-52° 48′ 34.4″,5.38,216,/w/index.php?title=HD_131562&action=edit&redlink=1,Lupus
6603,HD 128266 (page does not exist),14h 37m 20.17s,-46° 08′ 00.3″,5.39,1336,/w/index.php?title=HD_128266&action=edit&redlink=1,Lupus
6604,HD 138816 (page does not exist),15h 36m 12.14s,-44° 23′ 48.1″,5.44,659,/w/index.php?title=HD_138816&action=edit&redlink=1,Lupus
6605,HD 132955 (page does not exist),15h 02m 59.29s,-32° 38′ 35.7″,5.45,350,/w/index.php?title=HD_132955&action=edit&redlink=1,Lupus
6606,HD 134270 (page does not exist),15h 11m 15.98s,-55° 20′ 45.7″,5.45,2025,/w/index.php?title=HD_134270&action=edit&redlink=1,Lupus
6607,HD 137432 (page does not exist),15h 27m 18.14s,-36° 46′ 03.0″,5.46,418,/w/index.php?title=HD_137432&action=edit&redlink=1,Lupus
6608,HD 126981 (page does not exist),14h 30m 08.66s,-45° 19′ 16.6″,5.51,477,/w/index.php?title=HD_126981&action=edit&redlink=1,Lupus
6609,HD 128068 (page does not exist),14h 36m 19.06s,-46° 14′ 43.8″,5.54,637,/w/index.php?title=HD_128068&action=edit&redlink=1,Lupus
6610,HD 125383 (page does not exist),14h 20m 09.71s,-43° 03′ 31.9″,5.55,384,/w/index.php?title=HD_125383&action=edit&redlink=1,Lupus
6611,GG Lupi,15h 18m 56.39s,-40° 47′ 17.4″,5.59,514,/wiki/GG_Lupi,Lupus
6612,Xi2 Lupi,15h 56m 54.11s,-33° 57′ 51.0″,5.59,196,/wiki/Xi2_Lupi,Lupus
6613,HD 140784 (page does not exist),15h 46m 44.23s,-34° 40′ 56.6″,5.61,388,/w/index.php?title=HD_140784&action=edit&redlink=1,Lupus
6614,HD 131657 (page does not exist),14h 56m 32.08s,-47° 52′ 44.9″,5.62,626,/w/index.php?title=HD_131657&action=edit&redlink=1,Lupus
6615,Nu2 Lupi,15h 21m 49.57s,-48° 19′ 01.1″,5.65,47,/wiki/Nu2_Lupi,Lupus
6616,Kappa2 Lupi,15h 11m 57.77s,-48° 44′ 36.9″,5.7,193,/wiki/Kappa2_Lupi,Lupus
6617,HD 144415 (page does not exist),16h 07m 16.17s,-36° 45′ 19.9″,5.72,170,/w/index.php?title=HD_144415&action=edit&redlink=1,Lupus
6618,HD 129858 (page does not exist),14h 46m 29.03s,-47° 26′ 27.9″,5.74,340,/w/index.php?title=HD_129858&action=edit&redlink=1,Lupus
6619,HD 133880,15h 08m 12.15s,-40° 35′ 01.9″,5.79,413,/wiki/HD_133880,Lupus
6620,HD 133631 (page does not exist),15h 07m 25.93s,-49° 05′ 19.1″,5.77,349,/w/index.php?title=HD_133631&action=edit&redlink=1,Lupus
6621,HD 142691 (page does not exist),15h 57m 21.33s,-36° 11′ 07.1″,5.78,929,/w/index.php?title=HD_142691&action=edit&redlink=1,Lupus
6622,HD 138505 (page does not exist),15h 34m 01.74s,-40° 03′ 58.9″,5.82,1655,/w/index.php?title=HD_138505&action=edit&redlink=1,Lupus
6623,HD 126504,14h 27m 12.30s,-46° 08′ 02.6″,5.83,190,/wiki/HD_126504,Lupus
6624,HD 133937 (page does not exist),15h 08m 39.21s,-42° 52′ 04.3″,5.85,444,/w/index.php?title=HD_133937&action=edit&redlink=1,Lupus
6625,HD 127501 (page does not exist),14h 33m 29.97s,-52° 40′ 46.1″,5.86,341,/w/index.php?title=HD_127501&action=edit&redlink=1,Lupus
6626,HD 127486 (page does not exist),14h 33m 32.47s,-54° 59′ 55.0″,5.86,285,/w/index.php?title=HD_127486&action=edit&redlink=1,Lupus
6627,HD 143928 (page does not exist),16h 04m 36.91s,-37° 51′ 45.6″,5.91,130,/w/index.php?title=HD_143928&action=edit&redlink=1,Lupus
6628,HD 140285 (page does not exist),15h 44m 22.69s,-41° 49′ 08.5″,5.93,461,/w/index.php?title=HD_140285&action=edit&redlink=1,Lupus
6629,HD 135235 (page does not exist),15h 15m 53.66s,-48° 04′ 25.1″,5.96,169,/w/index.php?title=HD_135235&action=edit&redlink=1,Lupus
6630,HD 133652 (page does not exist),15h 06m 33.21s,-30° 55′ 06.3″,5.96,312,/w/index.php?title=HD_133652&action=edit&redlink=1,Lupus
6631,HD 134255 (page does not exist),15h 10m 07.34s,-38° 47′ 32.9″,5.98,467,/w/index.php?title=HD_134255&action=edit&redlink=1,Lupus
6632,HD 125869 (page does not exist),14h 23m 48.64s,-53° 10′ 34.4″,5.99,348,/w/index.php?title=HD_125869&action=edit&redlink=1,Lupus
6633,HD 143790 (page does not exist),16h 03m 34.38s,-32° 00′ 01.7″,6.0,178,/w/index.php?title=HD_143790&action=edit&redlink=1,Lupus
6634,HD 140901 (page does not exist),15h 47m 29.41s,-37° 54′ 56.9″,6.01,50,/w/index.php?title=HD_140901&action=edit&redlink=1,Lupus
6635,HD 125810 (page does not exist),14h 23m 20.26s,-50° 46′ 20.0″,6.03,803,/w/index.php?title=HD_125810&action=edit&redlink=1,Lupus
6636,HD 142448 (page does not exist),15h 56m 06.84s,-39° 51′ 51.6″,6.04,632,/w/index.php?title=HD_142448&action=edit&redlink=1,Lupus
6637,HD 135348 (page does not exist),15h 16m 10.47s,-43° 29′ 05.9″,6.05,893,/w/index.php?title=HD_135348&action=edit&redlink=1,Lupus
6638,HD 139271 (page does not exist),15h 38m 42.17s,-39° 07′ 39.9″,6.05,626,/w/index.php?title=HD_139271&action=edit&redlink=1,Lupus
6639,HD 128582 (page does not exist),14h 39m 11.01s,-46° 35′ 02.2″,6.06,117,/w/index.php?title=HD_128582&action=edit&redlink=1,Lupus
6640,HX Lupi (page does not exist),14h 22m 38.72s,-48° 19′ 11.4″,6.06,2415,/w/index.php?title=HX_Lupi&action=edit&redlink=1,Lupus
6641,HD 129932 (page does not exist),14h 47m 12.59s,-52° 12′ 18.9″,6.07,2415,/w/index.php?title=HD_129932&action=edit&redlink=1,Lupus
6642,HD 134837 (page does not exist),15h 13m 07.68s,-36° 05′ 28.9″,6.09,362,/w/index.php?title=HD_134837&action=edit&redlink=1,Lupus
6643,HD 132242 (page does not exist),14h 59m 27.20s,-43° 09′ 35.3″,6.1,1801,/w/index.php?title=HD_132242&action=edit&redlink=1,Lupus
6644,HD 137465 (page does not exist),15h 28m 27.21s,-51° 35′ 52.5″,6.1,1495,/w/index.php?title=HD_137465&action=edit&redlink=1,Lupus
6645,HD 143902 (page does not exist),16h 04m 17.84s,-33° 12′ 49.1″,6.12,400,/w/index.php?title=HD_143902&action=edit&redlink=1,Lupus
6646,HD 135896 (page does not exist),15h 18m 41.31s,-31° 12′ 33.6″,6.18,997,/w/index.php?title=HD_135896&action=edit&redlink=1,Lupus
6647,HD 136014 (page does not exist),15h 19m 31.78s,-37° 05′ 48.5″,6.19,385,/w/index.php?title=HD_136014&action=edit&redlink=1,Lupus
6648,HD 136334 (page does not exist),15h 21m 35.31s,-40° 44′ 57.9″,6.21,319,/w/index.php?title=HD_136334&action=edit&redlink=1,Lupus
6649,HD 139599 (page does not exist),15h 40m 58.26s,-47° 44′ 09.6″,6.21,883,/w/index.php?title=HD_139599&action=edit&redlink=1,Lupus
6650,HD 142407 (page does not exist),15h 55m 30.52s,-31° 05′ 01.3″,6.21,396,/w/index.php?title=HD_142407&action=edit&redlink=1,Lupus
6651,HD 143248 (page does not exist),16h 00m 53.70s,-40° 26′ 08.0″,6.21,370,/w/index.php?title=HD_143248&action=edit&redlink=1,Lupus
6652,HD 137919 (page does not exist),15h 30m 21.31s,-41° 55′ 08.3″,6.23,503,/w/index.php?title=HD_137919&action=edit&redlink=1,Lupus
6653,HD 138204 (page does not exist),15h 32m 04.22s,-38° 37′ 20.5″,6.23,175,/w/index.php?title=HD_138204&action=edit&redlink=1,Lupus
6654,HD 138923 (page does not exist),15h 36m 11.38s,-33° 05′ 33.9″,6.26,367,/w/index.php?title=HD_138923&action=edit&redlink=1,Lupus
6655,HD 133550 (page does not exist),15h 06m 13.95s,-36° 15′ 52.5″,6.27,1364,/w/index.php?title=HD_133550&action=edit&redlink=1,Lupus
6656,HD 142542 (page does not exist),15h 56m 14.00s,-31° 47′ 09.2″,6.29,165,/w/index.php?title=HD_142542&action=edit&redlink=1,Lupus
6657,HD 130073 (page does not exist),14h 47m 32.11s,-43° 33′ 24.4″,6.3,609,/w/index.php?title=HD_130073&action=edit&redlink=1,Lupus
6658,HD 135730 (page does not exist),15h 18m 09.39s,-41° 03′ 40.1″,6.3,262,/w/index.php?title=HD_135730&action=edit&redlink=1,Lupus
6659,HD 142889 (page does not exist),15h 58m 30.81s,-37° 30′ 13.8″,6.31,612,/w/index.php?title=HD_142889&action=edit&redlink=1,Lupus
6660,HD 134597 (page does not exist),15h 12m 31.23s,-48° 13′ 08.0″,6.32,471,/w/index.php?title=HD_134597&action=edit&redlink=1,Lupus
6661,HD 143404 (page does not exist),16h 01m 19.55s,-31° 53′ 20.9″,6.33,550,/w/index.php?title=HD_143404&action=edit&redlink=1,Lupus
6662,HD 131923 (page does not exist),14h 58m 08.81s,-48° 51′ 43.9″,6.34,80,/w/index.php?title=HD_131923&action=edit&redlink=1,Lupus
6663,HD 139613 (page does not exist),15h 40m 15.56s,-31° 12′ 49.3″,6.35,635,/w/index.php?title=HD_139613&action=edit&redlink=1,Lupus
6664,HD 138564 (page does not exist),15h 34m 20.87s,-39° 20′ 56.8″,6.36,364,/w/index.php?title=HD_138564&action=edit&redlink=1,Lupus
6665,HD 128617 (page does not exist),14h 39m 24.64s,-49° 03′ 18.1″,6.37,182,/w/index.php?title=HD_128617&action=edit&redlink=1,Lupus
6666,GM Lupi (page does not exist),15h 04m 42.90s,-40° 51′ 40.5″,6.38,640,/w/index.php?title=GM_Lupi&action=edit&redlink=1,Lupus
6667,HD 141832 (page does not exist),15h 52m 12.89s,-29° 53′ 10.8″,6.38,263,/w/index.php?title=HD_141832&action=edit&redlink=1,Lupus
6668,HD 126759 (page does not exist),14h 28m 51.93s,-47° 59′ 31.3″,6.4,491,/w/index.php?title=HD_126759&action=edit&redlink=1,Lupus
6669,HD 133518 (page does not exist),15h 06m 55.97s,-52° 01′ 47.1″,6.4,1016,/w/index.php?title=HD_133518&action=edit&redlink=1,Lupus
6670,HD 138395 (page does not exist),15h 33m 24.29s,-40° 29′ 26.5″,6.4,610,/w/index.php?title=HD_138395&action=edit&redlink=1,Lupus
6671,HD 125809 (page does not exist),14h 23m 15.36s,-47° 25′ 01.0″,6.41,3228,/w/index.php?title=HD_125809&action=edit&redlink=1,Lupus
6672,HD 140861 (page does not exist),15h 47m 25.64s,-40° 11′ 38.8″,6.41,414,/w/index.php?title=HD_140861&action=edit&redlink=1,Lupus
6673,HD 126093 (page does not exist),14h 24m 40.84s,-44° 18′ 39.7″,6.43,494,/w/index.php?title=HD_126093&action=edit&redlink=1,Lupus
6674,HD 129624 (page does not exist),14h 45m 18.85s,-51° 18′ 53.6″,6.44,1116,/w/index.php?title=HD_129624&action=edit&redlink=1,Lupus
6675,HD 134444 (page does not exist),15h 11m 34.82s,-45° 16′ 39.0″,6.44,389,/w/index.php?title=HD_134444&action=edit&redlink=1,Lupus
6676,HD 135468 (page does not exist),15h 16m 55.08s,-46° 12′ 08.3″,6.44,174,/w/index.php?title=HD_135468&action=edit&redlink=1,Lupus
6677,HD 137785 (page does not exist),15h 29m 19.30s,-38° 38′ 05.4″,6.44,205,/w/index.php?title=HD_137785&action=edit&redlink=1,Lupus
6678,HD 135430 (page does not exist),15h 16m 51.84s,-47° 51′ 52.2″,6.46,565,/w/index.php?title=HD_135430&action=edit&redlink=1,Lupus
6679,HD 133469 (page does not exist),15h 05m 33.90s,-30° 33′ 03.8″,6.48,104,/w/index.php?title=HD_133469&action=edit&redlink=1,Lupus
6680,HD 133399 (page does not exist),15h 06m 02.42s,-48° 53′ 00.1″,6.48,1707,/w/index.php?title=HD_133399&action=edit&redlink=1,Lupus
6681,HD 128154 (page does not exist),14h 37m 12.43s,-53° 03′ 38.7″,6.49,710,/w/index.php?title=HD_128154&action=edit&redlink=1,Lupus
6682,HD 136607 (page does not exist),15h 23m 25.00s,-46° 08′ 25.4″,6.49,495,/w/index.php?title=HD_136607&action=edit&redlink=1,Lupus
6683,HD 138221 (page does not exist),15h 31m 50.24s,-32° 52′ 51.8″,6.49,453,/w/index.php?title=HD_138221&action=edit&redlink=1,Lupus
6684,HIP 74890 (page does not exist),15h 18m 17.0s,-41° 25′ 14″,7.05,299,/w/index.php?title=HIP_74890&action=edit&redlink=1,Lupus
6685,HD 126525 (page does not exist),14h 27m 33s,-51° 55′ 59″,7.85,124,/w/index.php?title=HD_126525&action=edit&redlink=1,Lupus
6686,HD 141943 (page does not exist),15h 53m 27.30s,-42° 16′ 00.7″,7.98,,/w/index.php?title=HD_141943&action=edit&redlink=1,Lupus
6707,Alpha Lyncis,09h 21m 03.46s,+34° 23′ 33.1″,3.14,222,/wiki/Alpha_Lyncis,Lynx
6708,38 Lyncis,09h 18m 50.67s,+36° 48′ 10.4″,3.82,122,/wiki/38_Lyncis,Lynx
6709,10 Ursae Majoris,09h 00m 38.75s,+41° 47′ 00.4″,3.96,54,/wiki/10_Ursae_Majoris,Lynx
6710,31 Lyncis,08h 22m 50.13s,+43° 11′ 18.1″,4.25,389,/wiki/31_Lyncis,Lynx
6711,15 Lyncis,06h 57m 16.60s,+58° 25′ 23.0″,4.35,170,/wiki/15_Lyncis,Lynx
6712,2 Lyncis,06h 19m 37.39s,+59° 00′ 39.3″,4.44,149,/wiki/2_Lyncis,Lynx
6713,HD 77912,09h 06m 31.79s,+38° 27′ 08.1″,4.56,678,/wiki/HD_77912,Lynx
6714,21 Lyncis,07h 26m 42.86s,+49° 12′ 41.9″,4.61,249,/wiki/21_Lyncis,Lynx
6715,27 Lyncis,08h 08m 27.50s,+51° 30′ 24.0″,4.78,218,/wiki/27_Lyncis,Lynx
6716,HD 82741,09h 35m 03.85s,+39° 37′ 17.2″,4.81,229,/wiki/HD_82741,Lynx
6717,12 Lyncis,06h 46m 14.15s,+59° 26′ 30.1″,4.86,229,/wiki/12_Lyncis,Lynx
6718,16 Lyncis,06h 57m 37.12s,+45° 05′ 38.8″,4.9,225,/wiki/16_Lyncis,Lynx
6719,24 Lyncis,07h 43m 00.46s,+58° 42′ 37.8″,4.93,237,/wiki/24_Lyncis,Lynx
6720,1 Lyncis,06h 17m 54.83s,+61° 30′ 55.1″,4.95,590,/wiki/1_Lyncis,Lynx
6721,HD 56169 (page does not exist),07h 18m 31.98s,+49° 27′ 53.1″,5.0,297,/w/index.php?title=HD_56169&action=edit&redlink=1,Lynx
6722,35 Lyncis,08h 51m 56.84s,+43° 43′ 35.4″,5.15,274,/wiki/35_Lyncis,Lynx
6723,DU Lyncis,07h 46m 39.26s,+37° 31′ 02.5″,5.18,326,/wiki/DU_Lyncis,Lynx
6724,18 Lyncis,07h 15m 55.02s,+59° 38′ 17.1″,5.2,193,/wiki/18_Lyncis,Lynx
6725,5 Lyncis,06h 26m 48.88s,+58° 25′ 02.7″,5.21,682,/wiki/5_Lyncis,Lynx
6726,42 Lyncis,09h 38m 21.79s,+40° 14′ 23.2″,5.28,125,/wiki/42_Lyncis,Lynx
6727,50 Camelopardalis,07h 44m 04.19s,+50° 26′ 01.9″,5.31,689,/wiki/50_Camelopardalis,Lynx
6728,36 Lyncis,09h 13m 48.23s,+43° 13′ 04.5″,5.32,573,/wiki/36_Lyncis,Lynx
6729,13 Lyncis,06h 46m 49.49s,+57° 10′ 09.4″,5.34,208,/wiki/13_Lyncis,Lynx
6730,14 Lyncis,06h 53m 05.06s,+59° 26′ 55.2″,5.34,441,/wiki/14_Lyncis,Lynx
6731,22 Lyncis,07h 29m 55.86s,+49° 40′ 21.6″,5.35,65,/wiki/22_Lyncis,Lynx
6732,34 Lyncis,08h 41m 01.05s,+45° 50′ 01.6″,5.35,180,/wiki/34_Lyncis,Lynx
6733,UY Lyncis (page does not exist),07h 13m 23.39s,+51° 25′ 43.4″,5.47,773,/w/index.php?title=UY_Lyncis&action=edit&redlink=1,Lynx
6734,26 Lyncis,07h 54m 42.74s,+47° 33′ 52.5″,5.47,508,/wiki/26_Lyncis,Lynx
6735,HD 70313 (page does not exist),08h 23m 48.53s,+53° 13′ 11.8″,5.52,168,/w/index.php?title=HD_70313&action=edit&redlink=1,Lynx
6736,RR Lyncis,06h 26m 25.86s,+56° 17′ 06.2″,5.53,271,/wiki/RR_Lyncis,Lynx
6737,HD 48766 (page does not exist),06h 48m 12.23s,+55° 42′ 16.0″,5.54,153,/w/index.php?title=HD_48766&action=edit&redlink=1,Lynx
6738,HD 55575 (page does not exist),07h 15m 50.11s,+47° 14′ 25.5″,5.54,55,/w/index.php?title=HD_55575&action=edit&redlink=1,Lynx
6739,HD 61363 (page does not exist),07h 41m 12.45s,+48° 07′ 54.7″,5.58,326,/w/index.php?title=HD_61363&action=edit&redlink=1,Lynx
6740,43 Lyncis,09h 42m 00.38s,+39° 45′ 28.7″,5.61,340,/wiki/43_Lyncis,Lynx
6741,29 Lyncis,08h 17m 50.42s,+59° 34′ 16.1″,5.63,304,/wiki/29_Lyncis,Lynx
6742,HD 60437 (page does not exist),07h 36m 31.66s,+46° 10′ 49.3″,5.66,518,/w/index.php?title=HD_60437&action=edit&redlink=1,Lynx
6743,HD 58661 (page does not exist),07h 28m 51.49s,+48° 11′ 02.5″,5.7,410,/w/index.php?title=HD_58661&action=edit&redlink=1,Lynx
6744,HD 76291 (page does not exist),08h 56m 50.06s,+45° 37′ 54.3″,5.72,229,/w/index.php?title=HD_76291&action=edit&redlink=1,Lynx
6745,HD 56963 (page does not exist),07h 21m 17.54s,+45° 13′ 41.4″,5.74,112,/w/index.php?title=HD_56963&action=edit&redlink=1,Lynx
6746,33 Lyncis,08h 34m 43.90s,+36° 25′ 11.0″,5.76,321,/wiki/33_Lyncis,Lynx
6747,HD 61294 (page does not exist),07h 40m 14.72s,+38° 20′ 40.4″,5.77,815,/w/index.php?title=HD_61294&action=edit&redlink=1,Lynx
6748,HD 65301 (page does not exist),08h 01m 20.75s,+59° 02′ 50.3″,5.78,142,/w/index.php?title=HD_65301&action=edit&redlink=1,Lynx
6749,19 Lyncis,07h 22m 52.06s,+55° 16′ 53.3″,5.8,468,/wiki/19_Lyncis,Lynx
6750,HD 57646 (page does not exist),07h 24m 57.08s,+51° 53′ 14.4″,5.8,1148,/w/index.php?title=HD_57646&action=edit&redlink=1,Lynx
6751,6 Lyncis,06h 30m 47.14s,+58° 09′ 48.4″,5.86,186,/wiki/6_Lyncis,Lynx
6752,11 Lyncis,06h 37m 38.40s,+56° 51′ 27.0″,5.87,322,/wiki/11_Lyncis,Lynx
6753,HD 68077 (page does not exist),08h 13m 50.20s,+56° 27′ 08.3″,5.88,495,/w/index.php?title=HD_68077&action=edit&redlink=1,Lynx
6754,HD 72184 (page does not exist),08h 32m 55.06s,+38° 01′ 00.4″,5.88,210,/w/index.php?title=HD_72184&action=edit&redlink=1,Lynx
6755,30 Lyncis,08h 20m 26.00s,+57° 44′ 35.7″,5.89,103,/wiki/30_Lyncis,Lynx
6756,HD 76292 (page does not exist),08h 56m 30.58s,+40° 12′ 05.6″,5.9,236,/w/index.php?title=HD_76292&action=edit&redlink=1,Lynx
6757,HD 67224 (page does not exist),08h 10m 03.80s,+58° 14′ 54.3″,5.91,560,/w/index.php?title=HD_67224&action=edit&redlink=1,Lynx
6758,HD 55866 (page does not exist),07h 17m 33.72s,+52° 07′ 52.0″,5.93,609,/w/index.php?title=HD_55866&action=edit&redlink=1,Lynx
6759,HD 60294 (page does not exist),07h 36m 47.05s,+55° 45′ 18.6″,5.93,280,/w/index.php?title=HD_60294&action=edit&redlink=1,Lynx
6760,HD 60652 (page does not exist),07h 37m 53.88s,+48° 46′ 26.1″,5.93,262,/w/index.php?title=HD_60652&action=edit&redlink=1,Lynx
6761,8 Lyncis,06h 37m 41.64s,+61° 28′ 54.8″,5.94,173,/wiki/8_Lyncis,Lynx
6762,HD 80024 (page does not exist),09h 18m 25.94s,+35° 21′ 50.9″,5.94,505,/w/index.php?title=HD_80024&action=edit&redlink=1,Lynx
6763,HD 78366 (page does not exist),09h 08m 51.20s,+33° 52′ 57.0″,5.95,62,/w/index.php?title=HD_78366&action=edit&redlink=1,Lynx
6764,HD 75523 (page does not exist),08h 52m 11.78s,+45° 18′ 46.4″,5.96,538,/w/index.php?title=HD_75523&action=edit&redlink=1,Lynx
6765,HD 75556 (page does not exist),08h 52m 10.05s,+42° 00′ 10.4″,5.98,479,/w/index.php?title=HD_75556&action=edit&redlink=1,Lynx
6766,19 Ursae Majoris,09h 15m 14.36s,+34° 38′ 00.2″,5.98,455,/wiki/19_Ursae_Majoris,Lynx
6767,HD 70647 (page does not exist),08h 24m 42.77s,+42° 00′ 18.8″,6.02,1045,/w/index.php?title=HD_70647&action=edit&redlink=1,Lynx
6768,HD 50551 (page does not exist),06h 57m 13.12s,+57° 33′ 47.7″,6.03,669,/w/index.php?title=HD_50551&action=edit&redlink=1,Lynx
6769,HD 63332,07h 51m 05.75s,+54° 07′ 44.8″,6.03,98,/wiki/HD_63332,Lynx
6770,4 Lyncis,06h 22m 03.56s,+59° 22′ 19.6″,6.05,422,/wiki/4_Lyncis,Lynx
6771,HD 70771 (page does not exist),08h 25m 04.90s,+35° 00′ 41.2″,6.08,713,/w/index.php?title=HD_70771&action=edit&redlink=1,Lynx
6772,23 Lyncis,07h 40m 49.56s,+57° 04′ 58.4″,6.09,698,/wiki/23_Lyncis,Lynx
6773,HD 80441 (page does not exist),09h 20m 59.40s,+38° 11′ 17.9″,6.12,156,/w/index.php?title=HD_80441&action=edit&redlink=1,Lynx
6774,CY Lyncis (page does not exist),08h 53m 55.70s,+35° 32′ 18.0″,6.14,950,/w/index.php?title=CY_Lyncis&action=edit&redlink=1,Lynx
6775,HD 52859 (page does not exist),07h 05m 39.83s,+52° 45′ 31.3″,6.17,347,/w/index.php?title=HD_52859&action=edit&redlink=1,Lynx
6776,HD 71906 (page does not exist),08h 31m 19.98s,+37° 15′ 54.1″,6.18,789,/w/index.php?title=HD_71906&action=edit&redlink=1,Lynx
6777,32 Lyncis,08h 33m 21.84s,+36° 26′ 11.1″,6.2,122,/wiki/32_Lyncis,Lynx
6778,HD 76944 (page does not exist),09h 00m 30.81s,+37° 36′ 15.7″,6.21,842,/w/index.php?title=HD_76944&action=edit&redlink=1,Lynx
6779,5 Leonis Minoris,08h 50m 32.27s,+33° 17′ 06.9″,6.22,94,/wiki/5_Leonis_Minoris,Lynx
6780,HD 64491 (page does not exist),07h 55m 40.87s,+35° 24′ 45.9″,6.23,197,/w/index.php?title=HD_64491&action=edit&redlink=1,Lynx
6781,HD 71952 (page does not exist),08h 32m 33.44s,+53° 06′ 54.1″,6.23,196,/w/index.php?title=HD_71952&action=edit&redlink=1,Lynx
6782,25 Lyncis,07h 54m 29.28s,+47° 23′ 09.5″,6.25,615,/wiki/25_Lyncis,Lynx
6783,HD 67370 (page does not exist),08h 09m 23.06s,+42° 25′ 50.8″,6.26,613,/w/index.php?title=HD_67370&action=edit&redlink=1,Lynx
6784,HD 69149 (page does not exist),08h 18m 15.81s,+54° 08′ 37.6″,6.26,1065,/w/index.php?title=HD_69149&action=edit&redlink=1,Lynx
6785,HD 47979 (page does not exist),06h 44m 11.48s,+53° 17′ 47.1″,6.28,246,/w/index.php?title=HD_47979&action=edit&redlink=1,Lynx
6786,HD 71148 (page does not exist),08h 27m 36.80s,+45° 39′ 13.8″,6.32,71,/w/index.php?title=HD_71148&action=edit&redlink=1,Lynx
6787,HD 60654 (page does not exist),07h 37m 17.81s,+40° 01′ 31.8″,6.34,639,/w/index.php?title=HD_60654&action=edit&redlink=1,Lynx
6788,HD 65801 (page does not exist),08h 01m 55.20s,+35° 24′ 47.1″,6.34,657,/w/index.php?title=HD_65801&action=edit&redlink=1,Lynx
6789,28 Lyncis,08h 07m 09.95s,+43° 15′ 37.6″,6.35,472,/wiki/28_Lyncis,Lynx
6790,HD 63586 (page does not exist),07h 52m 36.45s,+55° 12′ 34.4″,6.36,440,/w/index.php?title=HD_63586&action=edit&redlink=1,Lynx
6791,HD 64958 (page does not exist),07h 58m 16.53s,+43° 58′ 38.5″,6.36,517,/w/index.php?title=HD_64958&action=edit&redlink=1,Lynx
6792,HD 52860 (page does not exist),07h 05m 08.99s,+47° 46′ 30.2″,6.37,1381,/w/index.php?title=HD_52860&action=edit&redlink=1,Lynx
6793,CC Lyncis (page does not exist),07h 35m 56.00s,+43° 01′ 51.9″,6.37,393,/w/index.php?title=CC_Lyncis&action=edit&redlink=1,Lynx
6794,HD 77093 (page does not exist),09h 01m 40.79s,+39° 42′ 49.3″,6.39,214,/w/index.php?title=HD_77093&action=edit&redlink=1,Lynx
6795,HD 52708 (page does not exist),07h 06m 01.21s,+59° 48′ 06.7″,6.4,349,/w/index.php?title=HD_52708&action=edit&redlink=1,Lynx
6796,HD 59826 (page does not exist),07h 33m 24.83s,+37° 11′ 16.4″,6.4,529,/w/index.php?title=HD_59826&action=edit&redlink=1,Lynx
6797,HD 58681 (page does not exist),07h 28m 52.66s,+46° 18′ 53.2″,6.42,337,/w/index.php?title=HD_58681&action=edit&redlink=1,Lynx
6798,HD 59721 (page does not exist),07h 33m 51.53s,+51° 18′ 51.1″,6.44,874,/w/index.php?title=HD_59721&action=edit&redlink=1,Lynx
6799,7 Lyncis,06h 34m 32.80s,+55° 21′ 10.9″,6.45,1552,/wiki/7_Lyncis,Lynx
6800,HD 44061 (page does not exist),06h 23m 06.37s,+56° 58′ 35.5″,6.47,458,/w/index.php?title=HD_44061&action=edit&redlink=1,Lynx
6801,HD 67539 (page does not exist),08h 11m 18.03s,+54° 32′ 25.7″,6.48,555,/w/index.php?title=HD_67539&action=edit&redlink=1,Lynx
6802,54 Camelopardalis,08h 02m 35.82s,+57° 16′ 25.6″,6.49,331,/wiki/54_Camelopardalis,Lynx
6803,HD 63588 (page does not exist),07h 51m 15.34s,+37° 04′ 55.8″,6.49,393,/w/index.php?title=HD_63588&action=edit&redlink=1,Lynx
6804,HD 63630 (page does not exist),07h 52m 03.89s,+45° 55′ 59.2″,6.5,340,/w/index.php?title=HD_63630&action=edit&redlink=1,Lynx
6805,HD 65392 (page does not exist),07h 59m 51.39s,+36° 04′ 55.5″,6.5,813,/w/index.php?title=HD_65392&action=edit&redlink=1,Lynx
6806,HD 69682 (page does not exist),08h 20m 29.16s,+53° 34′ 27.7″,6.5,205,/w/index.php?title=HD_69682&action=edit&redlink=1,Lynx
6807,17 Lyncis,07h 09m 37.78s,+60° 47′ 31.9″,6.64,428,/wiki/17_Lyncis,Lynx
